company_name,departure_time,pickup_point,dropoff_point,start_point,destination,rating_safety,rating_info_accuracy,rating_info_completeness,rating_staff_attitude,rating_comfort,rating_service_quality,rating_punctuality,rating_overall,reviewer_count,number_of_seat,price_original,price_discounted,discounted_percentage,departure_date,duration_minutes
Đà Lạt ơi,23:45:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,3425,24,450000000,320000000,29.0,11-10-2025,405
Đà Lạt ơi,23:49:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,3425,24,450000000,320000000,29.0,11-10-2025,401
Đà Lạt ơi,23:30:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,3425,24,450000000,320000000,29.0,11-10-2025,360
Huỳnh Gia,11:45:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,34,280000000,238000000,15.0,11-10-2025,390
Huỳnh Gia,20:00:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,34,280000000,238000000,15.0,11-10-2025,480
Huỳnh Gia,23:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,34,280000000,238000000,15.0,11-10-2025,390
Bình Minh Tải,23:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.6,4.7,4.6,4.6,4.6,4.8,4.7,3650,22,395000000,289000000,27.0,11-10-2025,425
Bình Minh Tải,12:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.6,4.7,4.6,4.6,4.6,4.8,4.7,3650,32,320000000,250000000,22.0,11-10-2025,425
Bình Minh Tải,13:30:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.6,4.7,4.6,4.6,4.6,4.8,4.7,3650,32,320000000,250000000,22.0,11-10-2025,365
Khanh Phong,22:10:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
An Anh Limousine,23:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.8,8322,24,449000000,349000000,22.0,11-10-2025,390
Khanh Phong,17:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,370
Khanh Phong,13:05:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,370
Nhật Dương - Bình Minh Bus,23:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,21,349000000,304000000,13.0,11-10-2025,470
Nhật Dương - Bình Minh Bus,05:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,21,349000000,304000000,13.0,11-10-2025,470
Nhật Dương - Bình Minh Bus,12:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,21,349000000,304000000,13.0,11-10-2025,470
An Anh Limousine,08:00:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.8,8322,34,299000000,199000000,33.0,11-10-2025,390
An Anh Limousine,22:45:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.8,8322,34,299000000,199000000,33.0,11-10-2025,390
Bus365,22:30:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.6,4.7,4.8,4.7,4.7,4.4,4.7,165,24,400000000,289000000,28.0,11-10-2025,360
Bus365,12:30:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.6,4.7,4.8,4.7,4.7,4.4,4.7,165,24,400000000,289000000,28.0,11-10-2025,360
Phương Nam,22:05:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431,32,280000000,280000000,0.0,11-10-2025,532
Phương Nam,19:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431,40,240000000,240000000,0.0,11-10-2025,532
Trà Lan Viên,22:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.5,4.5,4.4,4.3,4.3,4.7,4.4,4199,21,450000000,400000000,11.0,11-10-2025,440
Xe Nhà,21:00:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.4,4.2,4.0,4.0,4.5,4.3,3213,40,280000000,240000000,14.0,11-10-2025,510
Hạnh Cafe - Hà Phương Limousine,19:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.4,4.5,4.4,4.3,4.3,4.7,4.4,7326,36,260000000,240000000,8.0,11-10-2025,510
Trọng Thủy Limousine,20:30:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.7,4.7,4.7,4.6,4.4,4.7,1344,24,470000000,420000000,11.0,11-10-2025,450
Hạnh Cafe - Hà Phương Limousine,11:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.4,4.5,4.4,4.3,4.3,4.7,4.4,7326,34,300000000,280000000,7.0,11-10-2025,510
Hạnh Cafe - Hà Phương Limousine,07:45:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.4,4.5,4.4,4.3,4.3,4.7,4.4,7326,41,260000000,240000000,8.0,11-10-2025,705
Xe Nhà,22:25:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.4,4.2,4.0,4.0,4.5,4.3,3213,20,350000000,310000000,11.0,11-10-2025,435
Liên Hưng,20:30:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,350000000,29.0,11-10-2025,600
Trọng Thủy Limousine,18:20:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.7,4.7,4.7,4.6,4.4,4.7,1344,24,470000000,420000000,11.0,11-10-2025,400
Nam Hải Limousine,08:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.7,4.7,4.8,4.7,3463,34,300000000,300000000,0.0,11-10-2025,480
Phương Nam,22:15:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431,22,440000000,440000000,0.0,11-10-2025,532
Liên Hưng,21:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,11-10-2025,480
Liên Hưng,10:30:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,300000000,39.0,11-10-2025,495
Cúc Tùng,20:00:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,340000000,299000000,12.0,11-10-2025,620
Trọng Thủy Limousine,18:30:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.7,4.7,4.7,4.6,4.4,4.7,1344,24,470000000,420000000,11.0,11-10-2025,435
Cúc Tùng,09:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,340000000,299000000,12.0,11-10-2025,590
Cúc Tùng,14:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,340000000,299000000,12.0,11-10-2025,590
Phúc An Express,20:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,32,300000000,300000000,0.0,11-10-2025,420
Huỳnh Gia,19:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,34,280000000,238000000,15.0,11-10-2025,540
Đà Lạt ơi,23:49:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,3425,24,450000000,320000000,29.0,11-10-2025,341
Huỳnh Gia,22:10:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,408000000,15.0,11-10-2025,420
Huỳnh Gia,09:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,408000000,15.0,11-10-2025,420
Huỳnh Gia,12:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,408000000,15.0,11-10-2025,420
Bình Minh Tải,13:15:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.6,4.7,4.6,4.6,4.6,4.8,4.7,3650,32,320000000,250000000,22.0,11-10-2025,365
Huỳnh Gia,10:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,408000000,15.0,11-10-2025,420
Khanh Phong,20:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,370
Khanh Phong,10:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
Khanh Phong,22:20:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,370
Khanh Phong,12:10:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
Huỳnh Gia,15:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,456000000,5.0,11-10-2025,420
Khanh Phong,23:40:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
Đà Lạt ơi,23:00:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,3425,24,450000000,320000000,29.0,11-10-2025,450
Huỳnh Gia,22:20:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,34,300000000,300000000,0.0,11-10-2025,420
Khanh Phong,12:05:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,370
Huỳnh Gia,22:45:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,34,280000000,238000000,15.0,11-10-2025,390
Khanh Phong,23:35:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,370
Khanh Phong,23:01:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,370
Khanh Phong,10:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,370
Khanh Phong,09:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
Khanh Phong,22:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,38,270000000,270000000,0.0,11-10-2025,370
Bình Minh Tải,12:15:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.6,4.7,4.6,4.6,4.6,4.8,4.7,3650,32,320000000,250000000,22.0,11-10-2025,425
Khanh Phong,14:25:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,370
Khanh Phong,13:10:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
Khanh Phong,11:15:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,370
Khanh Phong,14:25:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,355
Khanh Phong,10:30:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,355
Khanh Phong,17:30:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,355
An Anh Limousine,22:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.8,8322,24,449000000,349000000,22.0,11-10-2025,390
An Anh Limousine,12:00:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.8,8322,24,449000000,299000000,33.0,11-10-2025,390
Huỳnh Gia,20:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,450000000,6.0,11-10-2025,420
Khanh Phong,05:15:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,400000000,17.0,11-10-2025,355
Khanh Phong,20:05:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
Khanh Phong,22:20:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,355
Nhật Dương - Bình Minh Bus,23:10:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,22,349000000,304000000,13.0,11-10-2025,396
Khanh Phong,14:30:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,355
Khanh Phong,13:05:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,355
Khanh Phong,09:00:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,355
Khanh Phong,21:05:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
Khanh Phong,23:35:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,355
Khanh Phong,11:15:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,355
Nhật Dương - Bình Minh Bus,13:30:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,21,349000000,304000000,13.0,11-10-2025,410
Khanh Phong,10:00:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,355
Huỳnh Gia,23:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,456000000,5.0,11-10-2025,420
Khanh Phong,12:05:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,355
Khanh Phong,22:40:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
Khanh Phong,16:50:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
Khanh Phong,22:10:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,355
Nhật Dương - Bình Minh Bus,23:15:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,21,349000000,304000000,13.0,11-10-2025,470
Khanh Phong,15:15:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
Khanh Phong,23:25:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
Khanh Phong,23:05:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
Khanh Phong,23:01:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,355
Khanh Phong,23:40:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,355
Khanh Phong,13:10:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,355
Khanh Phong,23:10:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
Khanh Phong,23:25:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,355
Khanh Phong,21:05:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,355
Khanh Phong,14:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,370
Khanh Phong,23:20:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,355
Huỳnh Gia,22:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,456000000,5.0,11-10-2025,420
Khanh Phong,22:30:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,38,270000000,270000000,0.0,11-10-2025,355
Khanh Phong,23:05:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,355
Liên Hưng,08:15:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,300000000,39.0,11-10-2025,495
Liên Hưng,19:30:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,11-10-2025,600
Liên Hưng,07:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,300000000,39.0,11-10-2025,540
Liên Hưng,21:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,300000000,40.0,11-10-2025,570
Liên Hưng,08:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,300000000,39.0,11-10-2025,510
Khanh Phong,23:10:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,355
Liên Hưng,22:00:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,11-10-2025,450
Liên Hưng,22:30:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,11-10-2025,420
Liên Hưng,06:30:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,300000000,39.0,11-10-2025,600
Cúc Tùng,20:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,340000000,299000000,12.0,11-10-2025,590
Cúc Tùng,20:00:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,531000000,299000000,44.0,11-10-2025,560
Cúc Tùng,21:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,340000000,299000000,12.0,11-10-2025,590
Liên Hưng,07:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,250000000,24.0,11-10-2025,630
Cúc Tùng,11:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,340000000,299000000,12.0,11-10-2025,590
Cúc Tùng,12:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,340000000,299000000,12.0,11-10-2025,590
Liên Hưng,21:45:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,300000000,40.0,11-10-2025,525
Cúc Tùng,06:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,362000000,300000000,17.0,11-10-2025,590
Liên Hưng,21:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,300000000,40.0,11-10-2025,570
Liên Hưng,10:15:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,300000000,39.0,11-10-2025,510
Cúc Tùng,14:30:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,340000000,299000000,12.0,11-10-2025,560
Xe Nhà,21:10:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.4,4.2,4.0,4.0,4.5,4.3,3213,20,350000000,310000000,11.0,11-10-2025,510
