bus_name,departure_time,pick_up_point,arrival_time,drop_of_point,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,rating_overall,review_count,number_of_seat,price_original,price_discounted,discounted_percentage,day,date,duration_m,start_point,destination
Thuận Phát,17:40:00,Bến xe,23:30:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,5,67,24,520000000,520000000,0.0,Saturday,11-10-2025,350,Sài Gòn,Nha Trang - Khánh Hoà
Hoàng Huy,12:00:00,Other,20:40:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,7,44,400000000,400000000,0.0,Saturday,11-10-2025,520,Sài Gòn,Nha Trang - Khánh Hoà
Sao Limousine,18:30:00,Bến xe,03:00:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.1,11,22,420000000,420000000,0.0,Saturday,11-10-2025,510,Sài Gòn,Nha Trang - Khánh Hoà
Hoàng Huy,16:00:00,Other,00:40:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,7,22,560000000,560000000,0.0,Saturday,11-10-2025,520,Sài Gòn,Nha Trang - Khánh Hoà
Phúc An Express,22:30:00,Văn phòng,06:00:00,Văn phòng,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,470000000,470000000,0.0,Saturday,11-10-2025,450,Sài Gòn,Nha Trang - Khánh Hoà
Phúc An Express,22:30:00,Văn phòng,06:10:00,Other,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,480000000,480000000,0.0,Saturday,11-10-2025,460,Sài Gòn,Nha Trang - Khánh Hoà
Phúc An Express,22:45:00,Other,06:00:00,Văn phòng,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,470000000,470000000,0.0,Saturday,11-10-2025,435,Sài Gòn,Nha Trang - Khánh Hoà
Phúc An Express,22:45:00,Other,06:10:00,Other,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,480000000,480000000,0.0,Saturday,11-10-2025,445,Sài Gòn,Nha Trang - Khánh Hoà
Quỳnh Nhật,10:00:00,Bến xe,18:05:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.7,279,24,650000000,650000000,0.0,Saturday,11-10-2025,485,Sài Gòn,Nha Trang - Khánh Hoà
Quỳnh Nhật,09:00:00,Bến xe,18:05:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.7,279,24,650000000,650000000,0.0,Saturday,11-10-2025,545,Sài Gòn,Nha Trang - Khánh Hoà
