bus_company,bus_star,bus_type,departure_time,pick_up_point,duration_h_m,arrival_time,drop_off_point,arrival_date,original_price,sale_price,discount_percent,notification,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,
Tuấn Tú Express,4.5 (1392),Luxury 34 phòng,18:00,• Trạm Bà Điểm,7h,01:00,• Khánh Hòa,(12/10),550.000,320.000,-42%,Chính sách bao ăn,,,,,,,,
Tuấn Tú Express,4.5 (1392),Limousine 24 Phòng Đôi,16:51,• Trạm Bình Long,8h10m,01:01,• Khánh Hòa,(12/10),700.000,350.000,-50%,Chính sách bao ăn,,,,,,,,
Phúc Yên,4.6 (741),Limousine 24 phòng,16:30,• Bến xe Miền Tây,9h15m,01:45,• Nha Trang (Dọc quốc lộ 1A),(12/10),400.000,400.000,,,,,,,,,,
Tuấn Tú Express,4.5 (1392),Giường nằm 46 chỗ,13:20,• Trạm Bình Long,8h10m,21:30,• Khánh Hòa,,450.000,290.000,-36%,Chính sách bao ăn,,,,,,,,
Phương Anh (Phan Thiết),3.3 (248),Giường nằm 44 chỗ,18:15,• Ngã 4 Bình Phước,9h,03:15,• Bến xe Phía Bắc Nha Trang,(12/10),350.000,315.000,-10%,Hướng đi: Quốc Lộ 1A,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),09:05,• Cổng Suối Tiên,7h25m,16:30,• Văn Phòng Diên Toàn,,490.000,300.000,-39%,Hướng đi: Cao tốc Vĩnh Hảo - Dầu Giây,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),18:30,• Cổng Đại Học Nông Lâm (Quốc Lộ 1A),8h25m,02:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),07:00,• Cầu Vượt Linh Xuân,9h30m,16:30,• Văn Phòng Diên Toàn,,490.000,300.000,-39%,,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),18:45,• Ngã Tư Bình Phước (Trạm xe Thành Công),8h40m,03:25,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),11:20,• Cổng Suối Tiên,7h25m,18:45,• Văn Phòng Diên Toàn,,490.000,300.000,-39%,Hướng đi: Cao tốc Vĩnh Hảo - Dầu Giây,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),18:15,• Ngã Tư Bình Phước (Trạm xe Thành Công),8h40m,02:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),20:30,• Bến xe Miền Đông mới,9h5m,05:35,• Bưu điện Cam Ranh,(12/10),562.000,299.000,-47%,Kích cỡ giường cuối,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 34 chỗ,20:00,• Ngã 4 An Sương,9h,05:00,• Văn Phòng Nha Trang,(12/10),444.000,350.000,-21%,Kích cỡ giường cuối,,,,,,,,
Dũng Thuỷ Express,4.6 (270),Limousine 24 Phòng,18:00,• Bãi Xe 39 Quốc Lộ 1A,7h30m,01:30,• Ngã 3 Thành,(12/10),590.000,519.200,-12%,,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),18:25,• Ngã 4 An Sương,9h,03:25,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ,23:30,• Ngã 4 An Sương,8h15m,07:45,• Văn Phòng Nha Trang,(12/10),800.000,500.000,-37%,Kích cỡ giường cuối,,,,,,,,
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),19:30,• Văn Phòng Bình Thạnh,10h5m,05:35,• Bưu điện Cam Ranh,(12/10),562.000,299.000,-47%,Kích cỡ giường cuối,,,,,,,,
Hưng Thịnh,4.9 (91),Limousine 24 Phòng,18:30,• Linh Xuân,8h30m,03:00,• Khánh Hòa,(12/10),550.000,450.000,-18%,Lưu ý: Giường A11 và B11,,,,,,,,
Hà Linh,4.1 (1329),Limousine 32 Phòng Đơn (WC),19:15,• Ngã 4 Bình Phước,8h30m,03:45,• Văn Phòng Nha Trang,(12/10),390.000,280.000,-28%,Đón Bx. Miền Đông,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,04:00,• Bến Xe Miền Tây,11h5m,15:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 34 chỗ,20:30,• Ngã 4 Bình Phước,8h45m,05:15,• Bến xe Phía Bắc Nha Trang,(12/10),444.000,350.000,-21%,Kích cỡ giường cuối,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),18:30,• Văn phòng quận 5,6h,00:30,• Bưu điện Cam Lâm,(12/10),490.000,380.000,-22%,,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,05:00,• Văn Phòng Bình Thạnh,10h5m,15:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:00,• Bến xe Miền Tây (Quầy 24),5h30m,00:30,• Bưu điện Cam Lâm,(12/10),490.000,380.000,-22%,,,,,,,,,
Dũng Thuỷ Express,4.6 (270),Limousine 24 Phòng,18:30,• Bến xe Miền Đông,7h,01:30,• Ngã 3 Thành,(12/10),590.000,519.200,-12%,,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 32 phòng (WC),20:15,• Trạm Phúc An Express,6h45m,03:00,• Văn Phòng Nha Trang,(12/10),300.000,300.000,,Lộ trình xe chạy,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),19:55,• Ngã 4 An Sương,9h,04:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,19:00,• Văn Phòng Bình Thạnh,10h5m,05:05,• Bưu điện Cam Ranh,(12/10),388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 32 phòng (WC),20:00,• Văn Phòng Hồ Chí Minh,7h10m,03:10,• Chợ Vĩnh Lương,(12/10),320.000,320.000,,Lộ trình xe chạy,,,,,,,,
Long Nguyễn Limousine,0 (0),Limousine 24 phòng,15:00,• Bến xe Miền Tây,10h45m,01:45,• Ngã 3 Thành,(12/10),500.000,450.000,-10%,,,,,,,,,
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),07:30,• Bến xe Miền Đông mới,9h5m,16:35,• Bưu điện Cam Ranh,,562.000,299.000,-47%,Kích cỡ giường cuối,,,,,,,,
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),06:30,• Văn Phòng Bình Thạnh,10h5m,16:35,• Bưu điện Cam Ranh,,562.000,299.000,-47%,Kích cỡ giường cuối,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,06:00,• Bến xe Miền Đông mới,9h5m,15:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 32 phòng (WC),20:45,• Nhà chờ Phương Trang - Ngã tư Thủ Đức,6h25m,03:10,• Chợ Vĩnh Lương,(12/10),320.000,320.000,,Lộ trình xe chạy,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,07:00,• Bến xe Miền Đông mới,9h5m,16:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Tín Phát Limousine,4.9 (54),Limousine 24 Phòng,18:00,• Bãi xe Phương Hân,7h15m,01:15,• Ngã 3 Thành,(12/10),450.000,405.000,-10%,,,,,,,,,
Ngàn Hà (Bình Định),3.8 (61),Limousine 22 phòng đơn,18:30,• Văn phòng Sài Gòn,7h25m,01:55,• Ngã 3 Thành,(12/10),500.000,400.000,-20%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:45,• Cầu Vượt Linh Xuân,4h,23:45,• Bưu điện Cam Ranh,,490.000,380.000,-22%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 34 giường (mới),20:00,• Cầu Vượt Linh Xuân,9h50m,05:50,• Văn Phòng Diên Toàn,(12/10),313.000,280.000,-11%,,,,,,,,,
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),06:30,• Bến Xe An Sương - Quầy vé số 10,10h5m,16:35,• Bưu điện Cam Ranh,,562.000,299.000,-47%,Kích cỡ giường cuối,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 32 phòng (WC),20:15,• Trạm Phúc An Express,6h55m,03:10,• Chợ Vĩnh Lương,(12/10),320.000,320.000,,Lộ trình xe chạy,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,05:00,• Bến Xe An Sương - Quầy vé số 10,10h5m,15:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:20,• Ngã 4 An Sương (Quốc Lộ 1A),4h25m,00:45,• Bưu điện Cam Ranh,(12/10),330.000,280.000,-15%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:20,• Ngã 4 An Sương (Quốc Lộ 1A),6h10m,01:30,• Cây xăng số 11 (Khánh Hòa),(12/10),490.000,380.000,-22%,,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),17:55,• Ngã 4 An Sương,9h,02:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:00,• Bến xe Miền Tây (Quầy 24),5h30m,01:30,• Bưu điện Cam Lâm,(12/10),330.000,280.000,-15%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:00,• Cầu Vượt Linh Xuân,9h30m,05:30,• Văn Phòng Diên Toàn,(12/10),330.000,280.000,-15%,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,18:50,• Văn Phòng Sài Gòn,6h40m,01:30,• Ngã 3 Thành,(12/10),500.000,500.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:20,• Ngã 4 An Sương (Quốc Lộ 1A),6h10m,02:30,• Cây xăng số 11 (Khánh Hòa),(12/10),330.000,280.000,-15%,,,,,,,,,
Bốn Luyện Express,4.1 (244),Limousine 24 Phòng,22:10,• Ngã 4 An Sương,7h,05:10,• Nha Trang (dọc quốc lộ 1A),(12/10),Từ 660.000,Từ 660.000,,,,,,,,,,
Bốn Luyện Express,4.1 (244),Giường nằm 34 chỗ Luxury,22:18,• Ngã 4 An Sương,7h,05:18,• Nha Trang (dọc quốc lộ 1A),(12/10),420.000,420.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 34 giường (mới),19:00,• Cầu Vượt Linh Xuân,10h,05:00,• Văn Phòng Diên Toàn,(12/10),313.000,280.000,-11%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:30,• Cầu Vượt Linh Xuân,10h,06:30,• Văn Phòng Diên Toàn,(12/10),313.000,280.000,-11%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 34 giường (mới),20:00,• Ngã 4 An Sương (Quốc Lộ 1A),9h30m,05:30,• Văn Phòng Diên Toàn,(12/10),330.000,280.000,-15%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:45,• Cầu Vượt Linh Xuân,5h45m,02:30,• Cây xăng số 11 (Khánh Hòa),(12/10),330.000,280.000,-15%,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,19:01,• Văn Phòng Sài Gòn,6h40m,01:41,• Ngã 3 Thành,(12/10),770.000,770.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:45,• Cầu Vượt Linh Xuân,6h45m,03:30,• Bến Xe Vạn Giã,(12/10),378.000,300.000,-21%,,,,,,,,,
Mạnh Hùng,3.1 (289),Giường nằm 4x chỗ,19:05,• Cổng Bến xe Miền Đông Mới,6h5m,01:10,• Ngã 3 Thành,(12/10),310.000,310.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:45,• Ngã 4 An Sương (Quốc Lộ 1A),9h30m,05:15,• Văn Phòng Diên Toàn,(12/10),490.000,380.000,-22%,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,19:36,• Cổng Bến xe Miền Đông Mới,6h5m,01:41,• Ngã 3 Thành,(12/10),770.000,770.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,19:00,• Ngã 4 Bình Phước,6h30m,01:30,• Ngã 3 Thành,(12/10),500.000,500.000,,,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,05:00,• Bến Xe Miền Tây,11h5m,16:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:20,• Ngã 4 An Sương (Quốc Lộ 1A),5h10m,00:30,• Bưu điện Cam Lâm,(12/10),490.000,380.000,-22%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:45,• Cầu Vượt Linh Xuân,4h,00:45,• Bưu điện Cam Ranh,(12/10),330.000,280.000,-15%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:30,• Hóc Môn,9h45m,05:15,• Văn Phòng Diên Toàn,(12/10),490.000,420.000,-14%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),22:30,• Ngã 4 An Sương (Quốc Lộ 1A),9h,07:30,• Văn Phòng Diên Toàn,(12/10),490.000,380.000,-22%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:20,• Ngã 4 An Sương (Quốc Lộ 1A),5h10m,01:30,• Bưu điện Cam Lâm,(12/10),330.000,280.000,-15%,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,19:10,• Cầu Vượt Sóng Thần,6h20m,01:30,• Ngã 3 Thành,(12/10),500.000,500.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Giường nằm 4x chỗ,18:40,• Ngã 4 Bình Phước,6h30m,01:10,• Ngã 3 Thành,(12/10),310.000,310.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,17:10,• Bãi Xe 39 Quốc Lộ 1A,7h15m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:45,• Cầu Vượt Linh Xuân,5h45m,01:30,• Cây xăng số 11 (Khánh Hòa),(12/10),490.000,380.000,-22%,,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 24 phòng đơn,20:40,• Ngã Tư Bình Phước (Trạm xe Thành Công),7h5m,03:45,• Bến Xe Phía Nam Nha Trang Mới,(12/10),430.000,420.000,-2%,Lưu ý kích cỡ giường,,,,,,,,
Mộc Thảo,4.6 (1665),Limousine 34 giường,20:05,• Cầu vượt Linh Xuân,10h,06:05,• Ngã 3 Thành,(12/10),320.000,320.000,,,,,,,,,,
Năm Rùm,3.9 (287),Giường nằm 40 chỗ,17:30,"• Đền Vua Hùng, TP. Thủ Đức",8h30m,02:00,• Ngã 3 Thành.,(12/10),Từ 200.000,Từ 200.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,19:25,• Cổng Bến xe Miền Đông Mới,6h5m,01:30,• Ngã 3 Thành,(12/10),500.000,500.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:25,• Cầu vượt Tân Thới Hiệp,6h55m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,16:55,• Hương Lộ 2,7h30m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng,17:30,• Cổng Bến xe Miền Đông Mới,8h55m,02:25,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:45,• Cầu Vượt Linh Xuân,4h45m,01:30,• Bưu điện Cam Lâm,(12/10),330.000,280.000,-15%,,,,,,,,,
Phúc Yên,4.6 (741),Limousine 34 phòng,17:30,• Bến xe Miền Đông mới,8h,01:30,• Nha Trang (Dọc quốc lộ 1A),(12/10),290.000,290.000,,,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 22 giường phòng (WC),22:15,• Văn Phòng Sài Gòn,7h40m,05:55,• Chợ Vĩnh Lương,(12/10),480.000,480.000,,Lộ trình xe chạy,,,,,,,,
Năm Rùm,3.9 (287),Giường nằm 40 chỗ,17:10,• Cầu vượt Linh Xuân,8h50m,02:00,• Ngã 3 Thành.,(12/10),Từ 200.000,Từ 200.000,,,,,,,,,,
Phúc Yên,4.6 (741),Limousine 34 phòng,17:10,• Cây xăng Quốc Phong,8h30m,01:40,• Nha Trang (Dọc quốc lộ 1A),(12/10),290.000,290.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,19:26,• Cầu vượt Linh Xuân,6h15m,01:41,• Ngã 3 Thành,(12/10),770.000,770.000,,,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 22 giường phòng (WC),23:00,• Nhà chờ Phương Trang - Ngã tư Thủ Đức,6h45m,05:45,• Văn Phòng Nha Trang,(12/10),470.000,470.000,,Lộ trình xe chạy,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng Đôi,18:02,• Văn Phòng Tân Phú,9h,03:02,• Ngã 3 Thành,(12/10),770.000,770.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:50,• Cổng Bến xe Miền Đông Mới,6h5m,23:55,• Ngã 3 Thành,,600.000,600.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,19:11,• Ngã 4 Bình Phước,6h30m,01:41,• Ngã 3 Thành,(12/10),770.000,770.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,19:21,• Cầu Vượt Sóng Thần,6h20m,01:41,• Ngã 3 Thành,(12/10),770.000,770.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng,16:31,• Bến xe Miền Tây,9h55m,02:26,• Ngã 3 Thành,(12/10),550.000,550.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 34 giường (mới),20:00,• Hóc Môn,9h45m,05:45,• Văn Phòng Diên Toàn,(12/10),373.000,320.000,-14%,,,,,,,,,
Dũng Lệ,3.8 (60),Limousine 24 Phòng Đôi,18:15,• Vp. Bình Tân,7h30m,01:45,• Nha Trang (Dọc QL1A),(12/10),Từ 500.000,Từ 500.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng,18:00,• Văn Phòng Tân Phú,9h,03:00,• Ngã 3 Thành,(12/10),500.000,500.000,,,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 22 giường phòng (WC),23:00,• Nhà chờ Phương Trang - Ngã tư Thủ Đức,6h55m,05:55,• Chợ Vĩnh Lương,(12/10),480.000,480.000,,Lộ trình xe chạy,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,06:00,• Bến Xe An Sương - Quầy vé số 10,10h5m,16:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),19:00,• Cổng Đại Học Nông Lâm (Quốc Lộ 1A),8h25m,03:25,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:40,• Cầu vượt Linh Xuân,6h15m,23:55,• Ngã 3 Thành,,600.000,600.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:00,• Ngã 4 Gò Mây,7h20m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mộc Thảo,4.6 (1665),Limousine 24 giường,20:15,• Cầu vượt Linh Xuân,10h,06:15,• Ngã 3 Thành,(12/10),450.000,450.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng Đôi,16:32,• Bến xe Miền Tây,9h55m,02:27,• Ngã 3 Thành,(12/10),880.000,880.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,17:30,• Cầu vượt Tân Thới Hiệp,6h55m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,17:40,• Cầu Vượt Quang Trung,6h45m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Phúc Yên,4.6 (741),Limousine 24 phòng,17:15,• Ngã 4 Bình Phước,8h30m,01:45,• Nha Trang (Dọc quốc lộ 1A),(12/10),400.000,400.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:45,• Cầu Vượt Linh Xuân,4h45m,00:30,• Bưu điện Cam Lâm,(12/10),490.000,380.000,-22%,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:05,• Bãi Xe 39 Quốc Lộ 1A,7h15m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Ngàn Hà (Bình Định),3.8 (61),Limousine 24 phòng đôi,18:31,• Văn phòng Sài Gòn,7h25m,01:56,• Ngã 3 Thành,(12/10),500.000,400.000,-20%,,,,,,,,,
Phúc Yên,4.6 (741),Limousine 24 phòng,16:55,• Ngã 4 An Sương,8h50m,01:45,• Nha Trang (Dọc quốc lộ 1A),(12/10),400.000,400.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,17:50,• Ngã 4 Ga,6h35m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,16:50,• Hương Lộ 2,7h30m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:45,• Ngã 4 Ga,6h35m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Giường nằm 4x chỗ,18:55,• Cầu vượt Linh Xuân,6h15m,01:10,• Ngã 3 Thành,(12/10),310.000,310.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,17:20,• Ngã 4 An Sương,7h5m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,17:05,• Ngã 4 Gò Mây,7h20m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,18:10,• Cầu vượt Linh Xuân,6h15m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:35,• Cầu Vượt Quang Trung,6h45m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:55,• Ngã 4 Bình Phước,6h25m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:25,• Ngã 4 Bình Phước,6h30m,23:55,• Ngã 3 Thành,,600.000,600.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,19:15,• Cầu vượt Linh Xuân,6h15m,01:30,• Ngã 3 Thành,(12/10),500.000,500.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Giường nằm 4x chỗ,18:50,• Cầu Vượt Sóng Thần,6h20m,01:10,• Ngã 3 Thành,(12/10),310.000,310.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,18:20,• Cổng Bến xe Miền Đông Mới,6h5m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:15,• Ngã 4 An Sương,7h5m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,18:15,• Cổng Bến xe Miền Đông Mới,6h5m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,18:05,• Cầu vượt Linh Xuân,6h15m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:35,• Cầu Vượt Sóng Thần,6h20m,23:55,• Ngã 3 Thành,,600.000,600.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,18:00,• Ngã 4 Bình Phước,6h25m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 24 phòng đơn,20:15,• Ngã 4 An Sương,7h30m,03:45,• Bến Xe Phía Nam Nha Trang Mới,(12/10),430.000,420.000,-2%,Lưu ý kích cỡ giường,,,,,,,,
Mộc Thảo,4.6 (1665),Limousine 34 giường,19:40,• Văn Phòng Bình Thạnh,10h25m,06:05,• Ngã 3 Thành,(12/10),320.000,320.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Giường nằm 4x chỗ,17:30,• Ngã 4 Bình Phước,8h55m,02:25,• Ngã 3 Thành,(12/10),330.000,330.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng,20:00,• Bến xe Miền Đông Cũ,7h,03:00,• Ngã 3 Thành,(12/10),500.000,500.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng Đôi,17:31,• Cổng Bến xe Miền Đông Mới,8h55m,02:26,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng,17:31,• Ngã 4 Bình Phước,8h55m,02:26,• Ngã 3 Thành,(12/10),550.000,550.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng Đôi,17:32,• Ngã 4 Bình Phước,8h55m,02:27,• Ngã 3 Thành,(12/10),880.000,880.000,,,,,,,,,,
